Log_ID,Source,Timestamp,Reference_Timestamp,Skew_Seconds,Resource_ID,Log_Level,Message
LOG-0389,app_log,2026-01-17T12:00:48+05:30,2026-01-17T12:02:00Z,-71.5,az-vm-195,DEBUG,Failed to resolve DNS for endpoint
LOG-0390,cloudwatch,2026-02-09T22:39:26Z,2026-02-09T22:40:00Z,-33.4,aws-ec2-027,ERROR,Disk utilization exceeded 90%
LOG-0391,cloudwatch,2026-02-04T11:17:25+05:30,2026-02-04T11:17:00Z,25.4,aws-ec2-027,ERROR,Auto-scaling triggered: adding 2 instances
LOG-0392,syslog,2026-02-06T15:16:12Z,2026-02-06T15:17:00Z,-47.9,az-vm-156,INFO,Disk utilization exceeded 90%
LOG-0393,gcp_logging,27-03-2026 00:43:43,2026-03-27T00:43:00Z,43.4,gcp-inst-271,ERROR,Auto-scaling triggered: adding 2 instances
LOG-0394,app_log,2026-03-25T08:12:10+01:00,2026-03-25T08:13:00Z,-49.5,aws-ec2-098,WARN,Backup completed successfully
LOG-0395,azure_monitor,2026-01-13T02:33:36Z,2026-01-13T02:34:00Z,-23.8,aws-ec2-079,INFO,Health check passed successfully
LOG-0396,app_log,2026-0125 13:35,2026-01-25T13:35:00Z,47.0,az-vm-188,DEBUG,Disk utilization exceeded 90%
LOG-0397,gcp_logging,2026/02/25 02:28,2026-02-25T02:30:00Z,-115.9,aws-ec2-067,ERROR,Connection timeout after 30s
LOG-0398,syslog,2026/03/14 01:49,2026-03-14T01:50:00Z,-37.2,gcp-inst-263,INFO,Health check passed successfully
LOG-0399,azure_monitor,2026-02-26T16:23:46+00:00,2026-02-26T16:24:00Z,-13.2,aws-ec2-112,INFO,Failed to resolve DNS for endpoint
LOG-0400,gcp_logging,28-02-2026 16:44:31,2026-02-28T16:45:00Z,-28.9,gcp-inst-283,INFO,Health check passed successfully
LOG-0401,gcp_logging,2026-0129 01:32,2026-01-29T01:34:00Z,-62.3,az-vm-139,INFO,Auto-scaling triggered: adding 2 instances
LOG-0402,app_log,2026-01-27T17:08:20+00:00,2026-01-27T17:07:00Z,80.8,gcp-inst-210,ERROR,Rate limit exceeded for API endpoint
LOG-0403,cloudwatch,2026-01-08T20:53:21Z,2026-01-08T20:52:00Z,81.3,aws-ec2-055,DEBUG,Certificate renewal completed
LOG-0404,gcp_logging,2026-03-22T20:38:38-05:00,2026-03-22T20:38:00Z,38.0,aws-ec2-080,DEBUG,Auto-scaling triggered: adding 2 instances
LOG-0405,azure_monitor,2026-02-25 11:08:11,2026-02-25T11:09:00Z,-48.8,aws-ec2-091,WARN,Service restarted after crash
LOG-0406,azure_monitor,2026-03-04 23:10:02,2026-03-04T23:11:00Z,-57.5,aws-ec2-097,INFO,Health check passed successfully
LOG-0407,app_log,2026-01-10T13:16:38+05:30,2026-01-10T13:15:00Z,98.7,aws-ec2-052,DEBUG,Memory allocation failure on node
LOG-0408,cloudwatch,2026-01-03T03:50:10+01:00,2026-01-03T03:52:00Z,-109.8,aws-ec2-007,INFO,Disk utilization exceeded 90%
LOG-0409,app_log,2026-03-11 23:50:17,2026-03-11T23:52:00Z,-102.4,aws-ec2-084,ERROR,Rate limit exceeded for API endpoint
LOG-0410,cloudwatch,2026-03-03T04:13:18-08:00,2026-03-03T04:15:00Z,,aws-ec2-053,DEBUG,Health check passed successfully
LOG-0411,azure_monitor,2026-0101 07:02,2026-01-01T07:01:00Z,83.1,az-vm-197,INFO,Backup completed successfully
LOG-0412,gcp_logging,2026-01-22T03:15:57+05:30,2026-01-22T03:14:00Z,117.4,aws-ec2-023,WARN,Health check passed successfully
LOG-0413,gcp_logging,2026/02/24 16:21,2026-02-24T16:21:00Z,21.5,az-vm-147,ERROR,Disk utilization exceeded 90%
LOG-0414,azure_monitor,04-02-2026 15:40:44,2026-02-04T15:42:00Z,-75.9,aws-ec2-076,ERROR,Health check passed successfully
LOG-0415,cloudwatch,2026/02/19 14:46,2026-02-19T14:46:00Z,57.2,az-vm-143,WARN,Disk utilization exceeded 90%
LOG-0416,syslog,2026/02/11 04:10,2026-02-11T04:11:00Z,-17.7,gcp-inst-212,ERROR,Health check passed successfully
LOG-0417,azure_monitor,2026-03-25T07:25:29Z,2026-03-25T07:24:00Z,89.8,gcp-inst-216,WARN,Disk utilization exceeded 90%
LOG-0418,azure_monitor,2026-0131 11:01,2026-01-31T11:00:00Z,111.0,aws-ec2-031,ERROR,Rate limit exceeded for API endpoint
LOG-0419,azure_monitor,2026-01-18T09:30:51+00:00,2026-01-18T09:29:00Z,111.2,aws-ec2-061,WARN,Memory allocation failure on node
LOG-0420,app_log,2026-01-04 22:25:17,2026-01-04T22:27:00Z,-102.1,aws-ec2-016,WARN,Rate limit exceeded for API endpoint
LOG-0421,azure_monitor,2026-01-19T02:16:34Z,2026-01-19T02:15:00Z,94.2,aws-ec2-072,ERROR,Backup completed successfully
LOG-0422,azure_monitor,2026-02-22T23:19:21+05:30,2026-02-22T23:21:00Z,-98.7,aws-ec2-089,WARN,Connection timeout after 30s
LOG-0423,gcp_logging,2026-0220 13:42,2026-02-20T13:43:00Z,-5.5,gcp-inst-257,ERROR,Auto-scaling triggered: adding 2 instances
LOG-0424,azure_monitor,24-02-2026 05:17:02,2026-02-24T05:17:00Z,2.6,gcp-inst-206,INFO,Auto-scaling triggered: adding 2 instances
LOG-0425,syslog,2026-02-20T05:52:07Z,2026-02-20T05:52:00Z,7.1,gcp-inst-208,DEBUG,Health check passed successfully
LOG-0426,app_log,07-01-2026 11:39:43,2026-01-07T11:41:00Z,-76.2,az-vm-172,INFO,Auto-scaling triggered: adding 2 instances
LOG-0427,gcp_logging,2026-02-06T05:32:47+00:00,2026-02-06T05:34:00Z,-72.7,aws-ec2-017,WARN,Certificate renewal completed
LOG-0428,gcp_logging,2026-01-11T18:37:59-08:00,2026-01-11T18:36:00Z,,aws-ec2-005,ERROR,Certificate renewal completed
LOG-0429,cloudwatch,2026-02-20T16:13:23+01:00,2026-02-20T16:12:00Z,83.4,aws-ec2-052,WARN,Connection timeout after 30s
LOG-0430,azure_monitor,2026/03/17 12:30,2026-03-17T12:30:00Z,42.2,aws-ec2-041,INFO,Auto-scaling triggered: adding 2 instances
LOG-0431,azure_monitor,2026-01-28T21:42:43-08:00,2026-01-28T21:41:00Z,103.1,gcp-inst-221,INFO,Memory allocation failure on node
LOG-0432,syslog,2026-01-31T06:39:54+05:30,2026-01-31T06:39:00Z,55.0,aws-ec2-074,ERROR,Failed to resolve DNS for endpoint
LOG-0433,gcp_logging,2026/01/12 15:07,2026-01-12T15:06:00Z,70.2,az-vm-181,INFO,Disk utilization exceeded 90%
LOG-0434,syslog,2026/01/23 22:50,2026-01-23T22:49:00Z,119.2,aws-ec2-072,INFO,Service restarted after crash
LOG-0435,azure_monitor,2026-03-04T01:22:48Z,2026-03-04T01:23:00Z,-11.9,gcp-inst-263,ERROR,Rate limit exceeded for API endpoint
LOG-0436,cloudwatch,2026/01/11 21:25,2026-01-11T21:26:00Z,-28.5,aws-ec2-030,WARN,Failed to resolve DNS for endpoint
LOG-0437,azure_monitor,2026-01-02T04:55:22Z,2026-01-02T04:54:00Z,82.5,gcp-inst-237,INFO,Rate limit exceeded for API endpoint
LOG-0438,azure_monitor,01-03-2026 14:41:38,2026-03-01T14:41:00Z,38.2,az-vm-204,DEBUG,Auto-scaling triggered: adding 2 instances
LOG-0439,syslog,2026-02-21T10:05:59-05:00,2026-02-21T10:04:00Z,119.8,aws-ec2-020,WARN,Backup completed successfully
LOG-0440,gcp_logging,19-01-2026 20:14:01,2026-01-19T20:13:00Z,61.9,gcp-inst-243,WARN,Connection timeout after 30s
LOG-0441,cloudwatch,2026-01-28T00:47:32-08:00,2026-01-28T00:48:00Z,-27.6,gcp-inst-208,INFO,Certificate renewal completed
LOG-0442,cloudwatch,2026-02-27 13:31:06,2026-02-27T13:33:00Z,-113.6,gcp-inst-220,ERROR,Certificate renewal completed
LOG-0443,azure_monitor,2026-0122 06:21,2026-01-22T06:22:00Z,-2.2,gcp-inst-224,ERROR,Service restarted after crash
LOG-0444,app_log,2026/02/19 00:35,2026-02-19T00:35:00Z,11.7,az-vm-166,ERROR,Connection timeout after 30s
LOG-0445,syslog,2026-01-20T14:57:08+05:30,2026-01-20T14:59:00Z,-111.9,gcp-inst-231,WARN,Backup completed successfully
LOG-0446,app_log,23-03-2026 18:04:15,2026-03-23T18:06:00Z,-104.7,az-vm-194,WARN,Rate limit exceeded for API endpoint
LOG-0447,cloudwatch,2026-01-27T06:42:01-08:00,2026-01-27T06:43:00Z,-58.3,gcp-inst-258,INFO,Backup completed successfully
LOG-0448,gcp_logging,2026-03-25T14:27:21+00:00,2026-03-25T14:26:00Z,81.1,gcp-inst-235,DEBUG,Rate limit exceeded for API endpoint
LOG-0449,syslog,2026/01/23 17:39,2026-01-23T17:38:00Z,86.2,aws-ec2-051,INFO,Disk utilization exceeded 90%
LOG-0450,app_log,2026-0112 20:00,2026-01-12T20:01:00Z,-10.6,aws-ec2-052,DEBUG,Failed to resolve DNS for endpoint
LOG-0451,app_log,2026-03-16T01:40:34Z,2026-03-16T01:42:00Z,-85.2,aws-ec2-101,DEBUG,Disk utilization exceeded 90%
LOG-0452,syslog,,2026-02-14T14:26:00Z,17.4,az-vm-192,WARN,Failed to resolve DNS for endpoint
LOG-0453,syslog,2026/02/06 08:55,2026-02-06T08:56:00Z,-23.1,aws-ec2-003,DEBUG,Connection timeout after 30s
LOG-0454,app_log,2026-01-02T00:09:40+00:00,2026-01-02T00:09:00Z,40.9,gcp-inst-221,WARN,Failed to resolve DNS for endpoint
LOG-0455,app_log,2026-02-20T06:39:39Z,2026-02-20T06:39:00Z,39.4,az-vm-200,WARN,Memory allocation failure on node
LOG-0456,app_log,10-02-2026 16:08:54,2026-02-10T16:10:00Z,-66.0,az-vm-134,WARN,Rate limit exceeded for API endpoint
LOG-0457,app_log,2026-0127 02:03,2026-01-27T02:05:00Z,,aws-ec2-041,DEBUG,Connection timeout after 30s
LOG-0458,azure_monitor,2026-01-17T14:39:42+01:00,2026-01-17T14:40:00Z,-17.0,az-vm-126,DEBUG,Certificate renewal completed
LOG-0459,app_log,2026-03-26 01:15:51,2026-03-26T01:17:00Z,-68.6,aws-ec2-057,DEBUG,Service restarted after crash
LOG-0460,gcp_logging,2026-0116 03:07,2026-01-16T03:09:00Z,-113.7,aws-ec2-107,DEBUG,Disk utilization exceeded 90%
LOG-0461,syslog,2026-03-04T00:24:02Z,2026-03-04T00:26:00Z,-117.6,az-vm-161,DEBUG,Health check passed successfully
LOG-0462,cloudwatch,2026-01-24T09:00:19-08:00,2026-01-24T09:00:00Z,19.2,az-vm-178,DEBUG,Service restarted after crash
LOG-0463,cloudwatch,2026-03-18T16:58:15Z,2026-03-18T17:00:00Z,-104.5,gcp-inst-266,WARN,Auto-scaling triggered: adding 2 instances
LOG-0464,azure_monitor,2026-02-16T03:55:40-05:00,2026-02-16T03:57:00Z,-79.7,aws-ec2-103,INFO,Rate limit exceeded for API endpoint
LOG-0465,syslog,2026-0312 20:19,2026-03-12T20:18:00Z,108.5,az-vm-129,WARN,Auto-scaling triggered: adding 2 instances
LOG-0466,app_log,2026-03-29T22:16:12+00:00,2026-03-29T22:17:00Z,-47.7,gcp-inst-250,DEBUG,Backup completed successfully
LOG-0467,syslog,2026-02-24T19:45:40-08:00,2026-02-24T19:47:00Z,-79.1,az-vm-192,INFO,Backup completed successfully
LOG-0468,cloudwatch,2026-01-22T01:33:24-08:00,2026-01-22T01:32:00Z,84.6,gcp-inst-220,WARN,Rate limit exceeded for API endpoint
LOG-0469,cloudwatch,,2026-02-01T02:13:00Z,-15.4,aws-ec2-006,ERROR,Auto-scaling triggered: adding 2 instances
LOG-0470,app_log,2026-03-01T18:48:46+00:00,2026-03-01T18:50:00Z,-74.0,aws-ec2-053,ERROR,Service restarted after crash
LOG-0471,gcp_logging,2026-03-27 02:35:50,2026-03-27T02:36:00Z,-9.4,aws-ec2-102,WARN,Connection timeout after 30s
LOG-0472,azure_monitor,2026/03/05 15:01,2026-03-05T15:02:00Z,-9.5,az-vm-197,WARN,Service restarted after crash
LOG-0473,syslog,2026-01-03T09:01:42-05:00,2026-01-03T09:01:00Z,42.7,aws-ec2-019,INFO,Rate limit exceeded for API endpoint
LOG-0474,gcp_logging,2026-03-24T00:05:49-08:00,2026-03-24T00:04:00Z,109.8,gcp-inst-205,INFO,Failed to resolve DNS for endpoint
LOG-0475,cloudwatch,2026-02-10 15:40:17,2026-02-10T15:39:00Z,77.9,aws-ec2-053,INFO,Auto-scaling triggered: adding 2 instances
LOG-0476,cloudwatch,2026-01-07T00:09:19-08:00,2026-01-07T00:08:00Z,79.4,gcp-inst-276,INFO,Connection timeout after 30s
LOG-0477,app_log,03-02-2026 01:08:18,2026-02-03T01:07:00Z,78.3,az-vm-195,ERROR,Health check passed successfully
LOG-0478,syslog,2026/01/18 18:27,2026-01-18T18:29:00Z,-79.2,aws-ec2-063,WARN,Service restarted after crash
LOG-0479,azure_monitor,2026-03-03T21:30:38-08:00,2026-03-03T21:31:00Z,-21.4,aws-ec2-043,ERROR,Failed to resolve DNS for endpoint
LOG-0480,syslog,2026-02-01T21:40:24+05:30,2026-02-01T21:41:00Z,-35.3,aws-ec2-111,DEBUG,Memory allocation failure on node
LOG-0481,gcp_logging,25-01-2026 15:07:48,2026-01-25T15:06:00Z,108.8,aws-ec2-079,INFO,Health check passed successfully
LOG-0482,syslog,2026-01-29T11:24:44-08:00,2026-01-29T11:24:00Z,44.1,gcp-inst-217,WARN,Certificate renewal completed
LOG-0483,syslog,2026-03-15T20:04:07+05:30,2026-03-15T20:06:00Z,-112.6,gcp-inst-244,DEBUG,Rate limit exceeded for API endpoint
LOG-0484,syslog,2026-02-03T03:58:42Z,2026-02-03T03:59:00Z,-17.5,gcp-inst-261,ERROR,Connection timeout after 30s
LOG-0485,azure_monitor,2026-02-26T08:24:38Z,2026-02-26T08:23:00Z,98.9,az-vm-142,DEBUG,Failed to resolve DNS for endpoint
LOG-0486,cloudwatch,2026-02-25 03:41:45,2026-02-25T03:43:00Z,-74.9,az-vm-137,WARN,Disk utilization exceeded 90%
LOG-0487,cloudwatch,2026-03-10T03:18:37-08:00,2026-03-10T03:17:00Z,97.2,gcp-inst-254,WARN,Health check passed successfully
LOG-0488,app_log,2026-0127 11:38,2026-01-27T11:40:00Z,-95.8,gcp-inst-245,ERROR,Auto-scaling triggered: adding 2 instances
LOG-0489,cloudwatch,2026/01/22 10:44,2026-01-22T10:43:00Z,71.2,gcp-inst-220,ERROR,Connection timeout after 30s
LOG-0490,syslog,2026/01/23 08:54,2026-01-23T08:56:00Z,-100.8,gcp-inst-251,WARN,Backup completed successfully
LOG-0491,app_log,2026-01-15T01:53:40Z,2026-01-15T01:52:00Z,100.8,aws-ec2-076,INFO,Disk utilization exceeded 90%
LOG-0492,gcp_logging,2026-02-08T23:22:44Z,2026-02-08T23:21:00Z,104.1,aws-ec2-007,ERROR,Certificate renewal completed
LOG-0493,syslog,2026-02-12T16:49:43+01:00,2026-02-12T16:49:00Z,43.8,aws-ec2-011,WARN,Memory allocation failure on node
LOG-0494,cloudwatch,2026-01-29T21:10:01-05:00,2026-01-29T21:09:00Z,61.9,aws-ec2-056,ERROR,Failed to resolve DNS for endpoint
LOG-0495,syslog,2026-0227 16:12,2026-02-27T16:11:00Z,100.7,az-vm-142,ERROR,Auto-scaling triggered: adding 2 instances
LOG-0496,syslog,2026/01/06 18:33,2026-01-06T18:33:00Z,40.1,az-vm-178,ERROR,Disk utilization exceeded 90%
LOG-0497,gcp_logging,2026/01/02 15:58,2026-01-02T15:59:00Z,-4.0,aws-ec2-084,ERROR,Backup completed successfully
LOG-0498,app_log,2026-02-06T02:49:32-05:00,2026-02-06T02:51:00Z,-87.2,az-vm-157,INFO,Memory allocation failure on node
LOG-0499,app_log,2026/02/15 21:54,2026-02-15T21:53:00Z,75.1,aws-ec2-080,INFO,Certificate renewal completed
LOG-0500,syslog,2026-0119 23:13,2026-01-19T23:12:00Z,115.1,az-vm-128,DEBUG,Memory allocation failure on node
