Date,Service_Clean,SKU_Clean,Region_Clean,Total_Cost_USD,Total_Usage,Log_Count
2026-02-11,Database,CloudSQL-db.standard-2,europe-west1,23.76552,21693167.240000002,4
2026-02-11,Database,CloudSQL-db.standard-2,us-central1,8546.983,55110910.2,3
2026-02-11,Database,CloudSQL-db.standard-2,us-west1,2052.7981,181091913.69,4
2026-02-11,Database,RDS-db.m5.large,ap-south-1,9907.539999999999,336999482.24,7
2026-02-11,Database,RDS-db.m5.large,ap-southeast-1,5410.5086,2036174.93,3
2026-02-11,Database,RDS-db.m5.large,eu-west-1,8797.5315,177769956.8,4
2026-02-11,Database,RDS-db.m5.large,us-west-2,3.15672,19548.48,1
2026-02-11,Database,SQLDb-S2,canadacentral,2688.5394,67921714.4,4
2026-02-11,Database,SQLDb-S2,centralindia,986.59,40511160.0,1
2026-02-11,Database,SQLDb-S2,eastus,1130.6520000000005,1205542.2,1
2026-02-11,Database,SQLDb-S2,southeastasia,5393.6328,5170113252.0,3
2026-02-11,Database,SQLDb-S2,westeurope,932.7528,964371.0,1
2026-02-11,Storage,Blob-Cool,UNKNOWN,40.21,1354.89,1
2026-02-11,Storage,Blob-Cool,canadacentral,0.81072,2853.04,1
2026-02-11,Storage,Blob-Cool,centralindia,116.40444,4105.411,2
2026-02-11,Storage,Blob-Cool,eastus,3.6449,313.86,1
2026-02-11,Storage,Blob-Cool,southeastasia,91.368,2957.49,1
2026-02-11,Storage,Blob-Cool,westeurope,0.8485199999999999,4272.12,1
2026-02-11,Storage,Blob-Hot,canadacentral,241.53920000000002,3587.7700000000004,2
2026-02-11,Storage,Blob-Hot,centralindia,50.50224,6876.25,2
2026-02-11,Storage,Blob-Hot,eastus,303.8922,4994.42,2
2026-02-11,Storage,Blob-Hot,southeastasia,23.0472,541.76,1
2026-02-11,Storage,Blob-Hot,westeurope,201.5388,6288.360000000001,2
2026-02-11,Storage,GCS-Nearline,asia-south1,0.8581200000000001,2892.43,1
2026-02-11,Storage,GCS-Nearline,asia-southeast1,51.3266,6235.98,2
2026-02-11,Storage,GCS-Nearline,europe-west1,225.9584,3.0082,1
2026-02-11,Storage,GCS-Nearline,us-central1,22.32,0.9979,1
2026-02-11,Storage,GCS-Standard,asia-southeast1,53.85,4.2035,1
2026-02-11,Storage,GCS-Standard,europe-west1,19.97304,160061.29,2
2026-02-11,Storage,S3-IA,ap-south-1,331.10612000000003,42228.59,3
2026-02-11,Storage,S3-IA,eu-west-1,201.58,79.5422,1
2026-02-11,Storage,S3-IA,us-west-2,2.6376000000000004,2623.23,1
2026-02-11,Storage,S3-Standard,ap-south-1,498.9708,4.8601,1
2026-02-11,Storage,S3-Standard,eu-west-1,135.34,2404.65,1
2026-02-11,Storage,S3-Standard,us-east-1,491.7567,4690.02,1
2026-02-11,Storage,S3-Standard,us-west-2,104.25692,6519.63,2
2026-02-11,Storage,UNKNOWN,canadacentral,157.4208,2.4083,1
2026-02-12,Compute,EC2-t3.large,ap-southeast-1,909.54,9289157.93,2
2026-02-12,Compute,EC2-t3.large,us-east-1,64.21368000000001,6293391.0,2
2026-02-12,Compute,EC2-t3.large,us-west-2,696.7877599999999,2911905.58,3
2026-02-12,Compute,EC2-t3.medium,ap-south-1,42.52296,2952089.4,1
2026-02-12,Compute,EC2-t3.medium,ap-southeast-1,183.28,25052940.0,1
2026-02-12,Compute,EC2-t3.medium,eu-west-1,9533.6547,44371274.0,3
2026-02-12,Compute,EC2-t3.medium,us-west-2,10.677,572407.8,1
2026-02-12,Compute,EC2-t3.xlarge,eu-west-1,2.739,96109416.0,1
2026-02-12,Compute,EC2-t3.xlarge,us-east-1,1806.57584,4844410.800000001,3
2026-02-12,Compute,EC2-t3.xlarge,us-west-2,2650.5609799999997,109069038.0,2
2026-02-12,Compute,GCE-n1-standard-2,asia-south1,6.8106,92217528.0,1
2026-02-12,Compute,GCE-n1-standard-2,europe-west1,22.33176,116853984.0,1
2026-02-12,Compute,GCE-n1-standard-2,us-west1,4.10652,7501.27,1
2026-02-12,Compute,GCE-n1-standard-4,asia-south1,32.289,122134386.62,2
2026-02-12,Compute,GCE-n1-standard-4,asia-southeast1,837.5,116763732.0,1
2026-02-12,Compute,GCE-n1-standard-4,us-central1,13.4556,199415938.2,3
2026-02-12,Compute,GCE-n1-standard-8,asia-south1,0.78396,2208.67,1
2026-02-12,Compute,GCE-n1-standard-8,asia-southeast1,16.3626,42941.41,1
2026-02-12,Compute,GCE-n1-standard-8,europe-west1,1.13904,530397396.0,1
2026-02-12,Compute,GCE-n1-standard-8,us-west1,20.86632,89275572.0,1
2026-02-12,Compute,VM-Standard_D2s,centralindia,376.91,7245.89,1
2026-02-12,Compute,VM-Standard_D2s,westeurope,1.08792,41069.76,1
2026-02-12,Compute,VM-Standard_D4s,canadacentral,1980.1908,1005257.3400000001,2
2026-02-12,Compute,VM-Standard_D8s,centralindia,1904.52,88059240.0,1
2026-02-12,Compute,VM-Standard_D8s,westeurope,3510.7668000000003,38682.78,1
2026-02-12,Database,CloudSQL-db.standard-2,asia-south1,973.06068,74386991.43,2
2026-02-12,Database,CloudSQL-db.standard-2,asia-southeast1,5217.25296,157637514.94,4
2026-02-12,Database,CloudSQL-db.standard-2,europe-west1,4.607760000000001,41163.86,1
2026-02-12,Database,CloudSQL-db.standard-2,us-central1,27.86712,2047477.6,2
2026-02-12,Database,RDS-db.m5.large,UNKNOWN,646.29,420908.4,1
2026-02-12,Database,RDS-db.m5.large,ap-south-1,7891.101,163122576.0,3
2026-02-12,Database,RDS-db.m5.large,ap-southeast-1,6239.3243,178324815.29,3
2026-02-12,Database,RDS-db.m5.large,eu-west-1,28.764,2410164.0,1
2026-02-12,Database,RDS-db.m5.large,us-east-1,69.23076,2083945.1099999999,2
2026-02-12,Database,RDS-db.m5.large,us-west-2,2331.4794399999996,1923309099.0,4
2026-02-12,Database,SQLDb-S2,UNKNOWN,5.4259200000000005,4780.11,1
2026-02-12,Database,SQLDb-S2,canadacentral,2648.9694,219952093.98000002,4
2026-02-12,Database,SQLDb-S2,centralindia,799.8582799999999,234223545.07,5
2026-02-12,Database,SQLDb-S2,eastus,4588.9037,48488.76,1
2026-02-12,Database,SQLDb-S2,southeastasia,5614.758,101089712.15,4
2026-02-12,Database,SQLDb-S2,westeurope,56.22672,157161966.0,3
2026-02-12,Database,UNKNOWN,ap-south-1,329.6031,277145.4,1
2026-02-12,Storage,Blob-Cool,canadacentral,2.3652,43.87,1
2026-02-12,Storage,Blob-Cool,centralindia,107.20080000000002,2360.7650000000003,2
2026-02-12,Storage,Blob-Cool,westeurope,163.91160000000002,2660.06,1
2026-02-12,Storage,Blob-Hot,canadacentral,303.19424000000004,1132.3969999999997,3
2026-02-12,Storage,Blob-Hot,centralindia,507.654,3904.4639,2
2026-02-12,Storage,Blob-Hot,eastus,443.23,4.3625,1
2026-02-12,Storage,Blob-Hot,southeastasia,0.5376,4.6352,1
2026-02-12,Storage,Blob-Hot,westeurope,3.27936,4.565,1
2026-02-12,Storage,GCS-Nearline,asia-south1,12.96,1.5624,1
2026-02-12,Storage,GCS-Nearline,europe-west1,33.860620000000004,2422.1434,3
2026-02-12,Storage,GCS-Standard,asia-south1,340.88,4215.14,1
2026-02-12,Storage,GCS-Standard,asia-southeast1,0.00132,4.47,1
2026-02-12,Storage,GCS-Standard,us-central1,115.0239,1.0536,1
2026-02-12,Storage,GCS-Standard,us-west1,59.081599999999995,3527.26,2
2026-02-12,Storage,S3-IA,ap-south-1,0.09516,2503.38,1
2026-02-12,Storage,S3-IA,ap-southeast-1,69.2658,108.6968,1
2026-02-12,Storage,S3-IA,us-west-2,4.20288,4400.92,1
2026-02-12,Storage,S3-Standard,UNKNOWN,0.4427999999999999,4.1374,1
2026-02-12,Storage,S3-Standard,ap-southeast-1,373.969,1963.6557,2
2026-02-12,Storage,S3-Standard,eu-west-1,7.92972,9.0437,2
2026-02-12,Storage,S3-Standard,us-east-1,455.72716,7348.3184,3
2026-02-12,Storage,S3-Standard,us-west-2,177.78,1942.37,1
2026-02-13,Compute,EC2-t3.large,ap-south-1,1621.409,13464.7,1
2026-02-13,Compute,EC2-t3.large,ap-southeast-1,1694.83404,59530651.96,3
2026-02-13,Compute,EC2-t3.large,us-east-1,1496.16116,38020.37,2
2026-02-13,Compute,EC2-t3.medium,ap-south-1,3.67176,46574568.0,1
2026-02-13,Compute,EC2-t3.medium,us-west-2,97.34,22856112.0,1
2026-02-13,Compute,EC2-t3.xlarge,UNKNOWN,944.1692,12208.17,2
2026-02-13,Compute,EC2-t3.xlarge,ap-south-1,1366.58,31521.66,1
2026-02-13,Compute,EC2-t3.xlarge,ap-southeast-1,101.68268,9386786.75,2
2026-02-13,Compute,EC2-t3.xlarge,us-west-2,477.62,101621844.0,1
2026-02-13,Compute,GCE-n1-standard-2,asia-southeast1,0.1253999999999999,2184.81,1
2026-02-13,Compute,GCE-n1-standard-2,europe-west1,6.06144,25013700.0,1
2026-02-13,Compute,GCE-n1-standard-2,us-central1,929.88,44180.28,1
2026-02-13,Compute,GCE-n1-standard-4,asia-southeast1,1785.4194,550350.65,2
2026-02-13,Compute,GCE-n1-standard-4,us-central1,2417.572,2101833.6,1
2026-02-13,Compute,GCE-n1-standard-8,asia-south1,-38.9448,108472811.35,3
2026-02-13,Compute,GCE-n1-standard-8,asia-southeast1,20.8368,1191712.8,1
2026-02-13,Compute,GCE-n1-standard-8,europe-west1,8.05608,2511076.2,1
2026-02-13,Compute,GCE-n1-standard-8,us-central1,1620.6048,41690.8,1
2026-02-13,Compute,UNKNOWN,ap-south-1,1899.2772,69512220.0,1
2026-02-13,Compute,VM-Standard_D2s,southeastasia,7.16124,7247.85,1
2026-02-13,Compute,VM-Standard_D2s,westeurope,2119.04,170571240.0,1
2026-02-13,Compute,VM-Standard_D4s,southeastasia,20.358000000000004,2384064.0,1
2026-02-13,Compute,VM-Standard_D4s,westeurope,6.65892,15626.48,1
2026-02-13,Database,CloudSQL-db.standard-2,asia-southeast1,538.2936,405666.44,2
2026-02-13,Database,CloudSQL-db.standard-2,europe-west1,1639.0236000000002,23534249.35,2
2026-02-13,Database,CloudSQL-db.standard-2,us-central1,544.1442,619218.0,1
2026-02-13,Database,CloudSQL-db.standard-2,us-west1,1156.5418,177934028.4,3
2026-02-13,Database,RDS-db.m5.large,UNKNOWN,16.445040000000002,2190409.16,2
2026-02-13,Database,RDS-db.m5.large,ap-south-1,968.78,2310068.4,1
2026-02-13,Database,RDS-db.m5.large,ap-southeast-1,2934.06284,209556297.6,5
2026-02-13,Database,RDS-db.m5.large,eu-west-1,1046.80716,545070.5700000001,2
2026-02-13,Database,RDS-db.m5.large,us-east-1,3861.94166,2836766.6900000004,5
2026-02-13,Database,RDS-db.m5.large,us-west-2,1981.15,161723185.43,2
2026-02-13,Database,SQLDb-S2,UNKNOWN,170.0784,42742512.0,1
2026-02-13,Database,SQLDb-S2,canadacentral,3277.562400000001,195640632.0,2
2026-02-13,Database,SQLDb-S2,centralindia,2216.6072,2353344.0,1
2026-02-13,Database,SQLDb-S2,eastus,1771.02068,2895503.34,3
2026-02-13,Database,SQLDb-S2,southeastasia,5807.72,211058640.0,2
2026-02-13,Database,SQLDb-S2,westeurope,2573.2188,2163650.4,1
2026-02-13,Storage,Blob-Cool,canadacentral,178.3816,699.9953999999999,3
2026-02-13,Storage,Blob-Cool,centralindia,81.11880000000001,3393.26,1
2026-02-13,Storage,Blob-Cool,eastus,0.23664,0.197,1
2026-02-13,Storage,Blob-Cool,southeastasia,501.8659,788.2423,2
2026-02-13,Storage,Blob-Cool,westeurope,120.66058000000001,3753.98,3
2026-02-13,Storage,Blob-Hot,canadacentral,646.1645,8975.7291,3
2026-02-13,Storage,Blob-Hot,centralindia,387.9403,3924.6725,3
2026-02-13,Storage,Blob-Hot,eastus,186.6562,6704.663500000001,4
2026-02-13,Storage,Blob-Hot,southeastasia,61.068000000000005,583.4356,3
2026-02-13,Storage,Blob-Hot,westeurope,498.53152,2693.6164,3
2026-02-13,Storage,GCS-Nearline,asia-south1,2.5776000000000003,2.4701,1
2026-02-13,Storage,GCS-Nearline,asia-southeast1,63.8172,2567.2441,2
2026-02-13,Storage,GCS-Nearline,europe-west1,236.61064000000002,2469.2398000000003,3
2026-02-13,Storage,GCS-Standard,UNKNOWN,0.99168,1.3128,1
2026-02-13,Storage,GCS-Standard,asia-south1,76.56968,582.5500000000001,2
2026-02-13,Storage,GCS-Standard,asia-southeast1,75.0697,965.09,1
2026-02-13,Storage,GCS-Standard,europe-west1,40.1,651.3,2
2026-02-13,Storage,GCS-Standard,us-west1,5.22168,105279.9298,2
2026-02-13,Storage,S3-IA,UNKNOWN,262.4832,3102.31,1
2026-02-13,Storage,S3-IA,eu-west-1,0.29232,1094.73,1
2026-02-13,Storage,S3-IA,us-east-1,323.6924,2987.5148,3
2026-02-13,Storage,S3-IA,us-west-2,80.87884,4953.198,4
2026-02-13,Storage,S3-Standard,eu-west-1,2.3169600000000004,4082.91,1
2026-02-13,Storage,S3-Standard,us-east-1,64.8716,1.1708,1
2026-02-13,Storage,S3-Standard,us-west-2,21.17,3502.57,1
2026-02-14,Compute,EC2-t3.large,ap-southeast-1,2506.89,43534.89,1
2026-02-14,Compute,EC2-t3.medium,ap-southeast-1,336.49,462179.4,1
2026-02-14,Compute,EC2-t3.medium,eu-west-1,2955.60612,968853.0499999999,2
2026-02-14,Compute,EC2-t3.medium,us-east-1,2329.3069,106008368.02,2
2026-02-14,Compute,EC2-t3.xlarge,ap-south-1,4011.51,172383984.0,1
2026-02-14,Compute,EC2-t3.xlarge,ap-southeast-1,1481.31,121399716.04,2
2026-02-14,Compute,EC2-t3.xlarge,eu-west-1,2706.02,49697.55,1
2026-02-14,Compute,EC2-t3.xlarge,us-west-2,389.15,33660072.0,1
2026-02-14,Compute,GCE-n1-standard-2,asia-southeast1,13.63872,79264656.0,1
2026-02-14,Compute,GCE-n1-standard-2,us-west1,1881.63,33324.64,1
2026-02-14,Compute,GCE-n1-standard-4,asia-south1,27.28488,46902.28,1
2026-02-14,Compute,GCE-n1-standard-4,asia-southeast1,38.18124,1034559.6200000001,3
2026-02-14,Compute,GCE-n1-standard-4,europe-west1,8.532,73905732.0,1
2026-02-14,Compute,GCE-n1-standard-8,asia-southeast1,14.88768,1260575.4,1
2026-02-14,Compute,GCE-n1-standard-8,us-west1,46.43088,39564.28,1
2026-02-14,Compute,VM-Standard_D2s,canadacentral,311.202,621729.6,1
2026-02-14,Compute,VM-Standard_D2s,centralindia,2593.0692,1879414.2,1
2026-02-14,Compute,VM-Standard_D2s,eastus,1635.1,24907.34,1
2026-02-14,Compute,VM-Standard_D4s,UNKNOWN,4432.611600000001,2972094.0,1
2026-02-14,Compute,VM-Standard_D4s,westeurope,32.36772,2370800.4,1
2026-02-14,Compute,VM-Standard_D8s,canadacentral,65.3292,27680411.4,1
2026-02-14,Compute,VM-Standard_D8s,centralindia,2069.361,103986266.4,3
2026-02-14,Compute,VM-Standard_D8s,westeurope,3820.8174000000004,63135617.4,2
2026-02-14,Database,CloudSQL-db.standard-2,UNKNOWN,14.16516,47402.78,1
2026-02-14,Database,CloudSQL-db.standard-2,asia-south1,8562.515,78051825.09,4
2026-02-14,Database,CloudSQL-db.standard-2,asia-southeast1,2308.7711,2483802.0,1
2026-02-14,Database,CloudSQL-db.standard-2,europe-west1,75.43032,244967040.0,2
2026-02-14,Database,CloudSQL-db.standard-2,us-central1,459.19356,180548469.6,3
2026-02-14,Database,CloudSQL-db.standard-2,us-west1,47.792159999999996,21419507.07,2
2026-02-14,Database,RDS-db.m5.large,UNKNOWN,7.66092,16422.53,1
2026-02-14,Database,RDS-db.m5.large,ap-south-1,751.0278,378210416.08,5
2026-02-14,Database,RDS-db.m5.large,ap-southeast-1,4291.16,165922128.0,1
2026-02-14,Database,RDS-db.m5.large,eu-west-1,868.6872000000001,12874.44,1
2026-02-14,Database,RDS-db.m5.large,us-east-1,52.02864,2843524.8,2
2026-02-14,Database,RDS-db.m5.large,us-west-2,608.22,25079.25,1
2026-02-14,Database,SQLDb-S2,canadacentral,1072.11288,321345123.36,7
2026-02-14,Database,SQLDb-S2,eastus,1809.6264,50940156.56,2
2026-02-14,Database,UNKNOWN,asia-south1,21.06144,20537.61,1
2026-02-14,Storage,Blob-Cool,UNKNOWN,4.38504,4.3581,1
2026-02-14,Storage,Blob-Cool,canadacentral,284.20200000000006,3653.12,2
2026-02-14,Storage,Blob-Cool,centralindia,0.5980800000000001,2069.6,1
2026-02-14,Storage,Blob-Cool,eastus,271.62,3558.14,1
2026-02-14,Storage,Blob-Cool,westeurope,0.44244,2.7651,1
2026-02-14,Storage,Blob-Hot,canadacentral,0.5775600000000001,14.9779,1
2026-02-14,Storage,Blob-Hot,southeastasia,229.4568,5446.06,2
2026-02-14,Storage,Blob-Hot,westeurope,141.1986,1894.41,1
2026-02-14,Storage,GCS-Nearline,asia-south1,170.9754,2426.8785000000003,3
2026-02-14,Storage,GCS-Nearline,asia-southeast1,243.594,3.9469,1
2026-02-14,Storage,GCS-Nearline,europe-west1,162.486,3387.1621,2
2026-02-14,Storage,GCS-Nearline,us-central1,59.184,3.8604,2
2026-02-14,Storage,GCS-Nearline,us-west1,0.19212,1449.42,1
2026-02-14,Storage,GCS-Standard,us-west1,55.44144,3.2933,1
2026-02-14,Storage,S3-IA,UNKNOWN,81.98,13297.78,2
2026-02-14,Storage,S3-IA,ap-south-1,370.56440000000003,1125.529,3
2026-02-14,Storage,S3-IA,eu-west-1,5.40996,5108.6834,3
2026-02-14,Storage,S3-IA,us-east-1,27.0547,503.90999999999997,2
2026-02-14,Storage,S3-Standard,ap-southeast-1,35.662800000000004,391.8175,2
2026-02-14,Storage,S3-Standard,eu-west-1,4.29588,3041.4683,4
2026-02-14,Storage,S3-Standard,us-west-2,539.1768999999999,9504.58,3
2026-02-14,Storage,UNKNOWN,eu-west-1,-0.97404,4.4228,1
2026-02-14,Storage,UNKNOWN,westeurope,0.4302,2466.43,1
2026-02-15,Compute,EC2-t3.large,ap-south-1,1122.7332000000001,138716794.9,3
2026-02-15,Compute,EC2-t3.large,eu-west-1,4843.57,167789648.06,2
2026-02-15,Compute,EC2-t3.large,us-east-1,7.96524,2887568.4,1
2026-02-15,Compute,EC2-t3.large,us-west-2,35.36112000000001,41819.1,2
2026-02-15,Compute,EC2-t3.medium,ap-south-1,1519.4952,29575.66,1
2026-02-15,Compute,EC2-t3.medium,ap-southeast-1,13.18128,41872536.0,1
2026-02-15,Compute,EC2-t3.medium,us-east-1,1341.6026000000002,15794.83,1
2026-02-15,Compute,EC2-t3.medium,us-west-2,29.38788,3431046.6,2
2026-02-15,Compute,EC2-t3.xlarge,UNKNOWN,1103.35,36549.01,1
2026-02-15,Compute,EC2-t3.xlarge,ap-southeast-1,2584.8691,32411.32,1
2026-02-15,Compute,EC2-t3.xlarge,us-west-2,2893.11,29832.37,1
2026-02-15,Compute,GCE-n1-standard-2,europe-west1,6886.576800000001,282856464.0,3
2026-02-15,Compute,GCE-n1-standard-2,us-central1,5421.3887,164697804.0,1
2026-02-15,Compute,GCE-n1-standard-4,asia-southeast1,230.85240000000002,2003732.05,2
2026-02-15,Compute,GCE-n1-standard-4,us-central1,40.65168,144404198.4,2
2026-02-15,Compute,GCE-n1-standard-8,asia-south1,941.8032,143030664.0,1
2026-02-15,Compute,GCE-n1-standard-8,asia-southeast1,6.855840000000001,10273.16,1
2026-02-15,Compute,GCE-n1-standard-8,us-central1,2936.4012,102644352.0,1
2026-02-15,Compute,GCE-n1-standard-8,us-west1,81.4,64861.2,1
2026-02-15,Compute,UNKNOWN,eastus,1749.0384,29779.29,1
2026-02-15,Compute,UNKNOWN,us-west-2,580.57,46778.4,1
2026-02-15,Compute,VM-Standard_D2s,UNKNOWN,27.83544,41082.91,1
2026-02-15,Compute,VM-Standard_D2s,canadacentral,110.6028,1542591.6,1
2026-02-15,Compute,VM-Standard_D2s,southeastasia,51.28,35292014.96,2
2026-02-15,Compute,VM-Standard_D4s,UNKNOWN,21.2892,38512.27,1
2026-02-15,Compute,VM-Standard_D4s,canadacentral,10.41408,39269232.0,1
2026-02-15,Compute,VM-Standard_D4s,eastus,3213.97,39675.05,1
2026-02-15,Compute,VM-Standard_D4s,southeastasia,867.89896,45024216.39,2
2026-02-15,Compute,VM-Standard_D8s,centralindia,39.6576,9723384.0,1
2026-02-15,Compute,VM-Standard_D8s,westeurope,4035.68,172975464.0,1
2026-02-15,Database,CloudSQL-db.standard-2,UNKNOWN,178.5747,30809016.0,1
2026-02-15,Database,CloudSQL-db.standard-2,asia-south1,1025.0780399999999,54585089.28,4
2026-02-15,Database,CloudSQL-db.standard-2,asia-southeast1,200.04,37609920.0,1
2026-02-15,Database,CloudSQL-db.standard-2,europe-west1,4641.41648,147091393.47,4
2026-02-15,Database,CloudSQL-db.standard-2,us-central1,9.85872,1514902.2,2
2026-02-15,Database,CloudSQL-db.standard-2,us-west1,213.9744,32586646.8,2
2026-02-15,Database,RDS-db.m5.large,ap-south-1,3550.1919,2224819.92,3
2026-02-15,Database,RDS-db.m5.large,ap-southeast-1,1291.8852,247555746.0,3
2026-02-15,Database,RDS-db.m5.large,eu-west-1,1095.0423600000001,27873202.83,2
2026-02-15,Database,RDS-db.m5.large,us-east-1,767.0736,59221562.93,2
2026-02-15,Database,RDS-db.m5.large,us-west-2,366.78927999999996,176939328.4,4
2026-02-15,Database,SQLDb-S2,centralindia,6937.004000000001,334817748.26,4
2026-02-15,Database,SQLDb-S2,eastus,0.0,1412892.0,1
2026-02-15,Database,SQLDb-S2,southeastasia,1742.094,97686576.0,1
2026-02-15,Database,SQLDb-S2,westeurope,4.95492,41182.16,1
2026-02-15,Storage,Blob-Cool,eastus,379.79280000000006,4.3525,1
2026-02-15,Storage,Blob-Cool,westeurope,368.02700000000004,1416.5342,2
2026-02-15,Storage,Blob-Hot,canadacentral,3234.9456000000005,4079.7,1
2026-02-15,Storage,Blob-Hot,eastus,505.7748,4843.88,1
2026-02-15,Storage,Blob-Hot,southeastasia,842.0436,8.6522,2
2026-02-15,Storage,Blob-Hot,westeurope,17.3448,295.58,2
2026-02-15,Storage,GCS-Nearline,asia-southeast1,135.37,2.4792,1
2026-02-15,Storage,GCS-Nearline,us-central1,356.9508,3856.69,1
2026-02-15,Storage,GCS-Standard,asia-southeast1,0.8931600000000001,1294.2,1
2026-02-15,Storage,GCS-Standard,us-west1,2.4554400000000003,4412.24,1
2026-02-15,Storage,S3-IA,UNKNOWN,160.73952,1432.3521999999998,3
2026-02-15,Storage,S3-IA,ap-south-1,268.0589,2.5895,1
2026-02-15,Storage,S3-IA,us-east-1,53.65354000000001,1725.91,4
2026-02-15,Storage,S3-IA,us-west-2,5.03868,3105.4342,2
2026-02-15,Storage,S3-Standard,ap-south-1,21.47604,8957.2186,4
2026-02-15,Storage,S3-Standard,ap-southeast-1,0.33156,3974.46,1
2026-02-15,Storage,S3-Standard,us-west-2,0.7935599999999999,2408.09,1
2026-02-16,Compute,EC2-t3.large,ap-south-1,1937.16,2206632.6,1
2026-02-16,Compute,EC2-t3.large,ap-southeast-1,799.9236,46101996.0,1
2026-02-16,Compute,EC2-t3.large,eu-west-1,-32.19096,2904451.8,1
2026-02-16,Compute,EC2-t3.large,us-east-1,1063.4726,61131852.0,2
2026-02-16,Compute,EC2-t3.medium,ap-south-1,3275.7912,118490184.0,1
2026-02-16,Compute,EC2-t3.medium,us-west-2,2.904,1512472.8,1
2026-02-16,Compute,EC2-t3.xlarge,ap-southeast-1,2658.5939799999996,9697480.600000001,4
2026-02-16,Compute,EC2-t3.xlarge,eu-west-1,400.89032,784780.88,3
2026-02-16,Compute,GCE-n1-standard-2,asia-south1,121.09,24446448.0,1
2026-02-16,Compute,GCE-n1-standard-2,europe-west1,1812.5572399999999,69880257.66,3
2026-02-16,Compute,GCE-n1-standard-2,us-central1,1.857,157308120.0,1
2026-02-16,Compute,GCE-n1-standard-2,us-west1,656.33044,168152059.36,3
2026-02-16,Compute,GCE-n1-standard-4,asia-south1,24.8466,158778396.0,1
2026-02-16,Compute,GCE-n1-standard-4,asia-southeast1,3610.60944,148778867.04,2
2026-02-16,Compute,GCE-n1-standard-4,us-central1,24.42636,13905.4,1
2026-02-16,Compute,GCE-n1-standard-8,asia-south1,1793.0,2480304.6,1
2026-02-16,Compute,GCE-n1-standard-8,asia-southeast1,3.81264,174216528.0,2
2026-02-16,Compute,GCE-n1-standard-8,us-central1,0.6055200000000001,13213656.0,1
2026-02-16,Compute,GCE-n1-standard-8,us-west1,9.17064,5322126.0,2
2026-02-16,Compute,VM-Standard_D2s,southeastasia,5.42532,283050.0,1
2026-02-16,Compute,VM-Standard_D4s,canadacentral,740.2536,3397838400.0,1
2026-02-16,Compute,VM-Standard_D4s,southeastasia,587.4228,44255.31,1
2026-02-16,Compute,VM-Standard_D4s,westeurope,2525.0724,298472.35,2
2026-02-16,Compute,VM-Standard_D8s,westeurope,11078.097600000001,463651200.0,3
2026-02-16,Database,CloudSQL-db.standard-2,asia-south1,30.44532,49274.159999999996,2
2026-02-16,Database,CloudSQL-db.standard-2,asia-southeast1,2883.06016,205429356.0,2
2026-02-16,Database,CloudSQL-db.standard-2,europe-west1,37.778639999999996,216127365.45,3
2026-02-16,Database,CloudSQL-db.standard-2,us-central1,690.1956000000001,45366.12,1
2026-02-16,Database,CloudSQL-db.standard-2,us-west1,248.92632,115260673.2,2
2026-02-16,Database,RDS-db.m5.large,UNKNOWN,794.9448,13912.6,1
2026-02-16,Database,RDS-db.m5.large,ap-south-1,4356.09,115339228.8,2
2026-02-16,Database,RDS-db.m5.large,ap-southeast-1,1084.3514,654819.0,1
2026-02-16,Database,RDS-db.m5.large,eu-west-1,4207.362580000001,145630518.41,3
2026-02-16,Database,RDS-db.m5.large,us-east-1,4068.28568,4615386.0,3
2026-02-16,Database,RDS-db.m5.large,us-west-2,493.77,24982.17,1
2026-02-16,Database,SQLDb-S2,canadacentral,392.17856,194636808.0,2
2026-02-16,Database,SQLDb-S2,centralindia,3388.7762000000002,4275330.99,4
2026-02-16,Database,SQLDb-S2,eastus,6163.49526,342763543.46000004,6
2026-02-16,Database,SQLDb-S2,southeastasia,2061.5968,281244705.5,3
2026-02-16,Database,SQLDb-S2,westeurope,339.1632,20369736.0,1
2026-02-16,Database,UNKNOWN,southeastasia,83.47710000000001,667546.23,1
2026-02-16,Storage,Blob-Cool,canadacentral,82.19,0.9184,1
2026-02-16,Storage,Blob-Cool,centralindia,1.278,1992.35,1
2026-02-16,Storage,Blob-Cool,eastus,2.31156,1.9725,1
2026-02-16,Storage,Blob-Cool,southeastasia,302.43,71.7857,1
2026-02-16,Storage,Blob-Cool,westeurope,238.7664,2719.7521,2
2026-02-16,Storage,Blob-Hot,canadacentral,93.3984,1318.61,1
2026-02-16,Storage,Blob-Hot,centralindia,341.94870000000003,3672.28,2
2026-02-16,Storage,Blob-Hot,eastus,188.49952000000002,19.3546,4
2026-02-16,Storage,Blob-Hot,southeastasia,95.6232,1.5102,1
2026-02-16,Storage,Blob-Hot,westeurope,340.5996,3.4393,1
2026-02-16,Storage,GCS-Nearline,asia-south1,54.9,7318.4899,3
2026-02-16,Storage,GCS-Nearline,asia-southeast1,1.7643600000000002,3.2032,1
2026-02-16,Storage,GCS-Nearline,europe-west1,26.9,0.4223,1
2026-02-16,Storage,GCS-Nearline,us-central1,183.0168,2571.49,2
2026-02-16,Storage,GCS-Nearline,us-west1,1.7754,4.0344,1
2026-02-16,Storage,GCS-Standard,asia-south1,207.14764,6330.985299999999,4
2026-02-16,Storage,GCS-Standard,asia-southeast1,97.1785,936.2737,2
2026-02-16,Storage,GCS-Standard,us-west1,2.92992,2494.76,1
